@timestamp,FEC_attempt_no,_id,_index,_score,anatomy,anatomy.keyword,application_sw_release_id,application_sw_release_id.keyword,batch_from_date,batch_from_date.keyword,batch_to_date,batch_to_date.keyword,city,city.keyword,country,country.keyword,customer,customer.keyword,es_load_ts,event_data,event_data.keyword,event_type,event_type.keyword,exam_number,exam_number.keyword,globalOrderNumber,globalOrderNumber.keyword,hospital,hospital.keyword,ifr90_alert,ifr90_alert.keyword,ifr_event_category,ifr_event_category.keyword,ifr_event_data,ifr_event_data.keyword,ifr_event_name,ifr_event_name.keyword,ifr_event_protocol_name,ifr_event_protocol_name.keyword,ifr_main_event,ifr_main_event.keyword,indicator_id,indicator_id.keyword,indicator_message,indicator_message.keyword,indicator_severity,indicator_severity.keyword,installDate,latitude,location,log_type,log_type.keyword,longitude,machine_type,machine_type.keyword,max_warranty_startDate,productName,productName.keyword,protocol_category,protocol_category.keyword,region,region.keyword,state,state.keyword,sw_program,sw_program.keyword,sw_version,sw_version.keyword,sysid,sysid.keyword,systype,systype.keyword,zipcode,zipcode.keyword,zone,zone.keyword,,
"Jun 9, 2026 @ 20:46:13.625",-,71aecc0e41b7257b8cd92fff179c1247,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,ifr_error_code,ifr_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down,LAN Communication between the Gantry Control Board and Host (OC) are Down,-,-,ifr_error_code,ifr_error_code,260116313,260116313,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,N/A,N/A,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:46:03.454",-,f3f5aff10423174aa8808a58ed0b3fd9,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",244606 Performing HARD RESET through serial connection ....,244606 Performing HARD RESET through serial connection ....,gantry_subsystems_reseting,gantry_subsystems_reseting,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Gantry subsystems are reseting,Gantry subsystems are reseting,Gantry subsystems reseting,Gantry subsystems reseting,-,-,Gantry subsystems reseting,Gantry subsystems reseting,244606,244606,Performing HARD RESET through serial connection ....,Performing HARD RESET through serial connection ....,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:40:09.053",-,3a9ffcd0e26338d28886460cfec22dc6,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.50,25MW38.50,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,Service Northstar,Service Northstar,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",1050001000501 UpdateCalibration,1050001000501 UpdateCalibration,start_of_calibration,start_of_calibration,-,-,1E+13,1E+13,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Calibration Started,Calibration Started,Start of Calibration,Start of Calibration,-,-,Start of Calibration,Start of Calibration,1.05E+12,1.05E+12,UpdateCalibration,UpdateCalibration,Informational,Informational,"Apr 26, 2002 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Jan 1, 2022 @ 05:30:00.000",Revolution Apex Elite (160),Revolution Apex Elite (160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.50,25MW38.50,CTBAY47,CTBAY47,Revolution Apex,Revolution Apex,53188,53188,USA West,USA West,-,-
"Jun 9, 2026 @ 20:40:06.219",-,156aee470e926941ff530b79d5e0ddaa,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,ifr_error_code,ifr_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down,LAN Communication between the Gantry Control Board and Host (OC) are Down,-,-,ifr_error_code,ifr_error_code,260116313,260116313,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,N/A,N/A,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:39:54.961",-,31f1893a5a8104d20eb5c88045a8d6bc,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",600030005 Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,600030005 Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,reli_error_code,reli_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Patient Positioning received from table mgr event occured,Patient Positioning received from table mgr event occured,Patient Positioning received from table mgr,Patient Positioning received from table mgr,-,-,Reliability error events,Reliability error events,600030005,600030005,Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:39:54.838",-,67901019569131035195a3e5832731e6,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",244606 Performing HARD RESET through serial connection ....,244606 Performing HARD RESET through serial connection ....,gantry_subsystems_reseting,gantry_subsystems_reseting,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Gantry subsystems are reseting,Gantry subsystems are reseting,Gantry subsystems reseting,Gantry subsystems reseting,-,-,Gantry subsystems reseting,Gantry subsystems reseting,244606,244606,Performing HARD RESET through serial connection ....,Performing HARD RESET through serial connection ....,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:36:49.217",-,a234fd5f571c1e8235f45ea2d76985f9,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,260116313 Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,ifr_error_code,ifr_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down occurred,LAN Communication between the Gantry Control Board and Host (OC) are Down,LAN Communication between the Gantry Control Board and Host (OC) are Down,-,-,ifr_error_code,ifr_error_code,260116313,260116313,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,Host : Gantry Control Board    Ermes # : 260116313 Exception Class : Safe State    Severity : Primary File : subsys_mgr.c    Line# : 428 Function : System Communications: Control Network Scan Type : None/Unknown Scan: 0/0/0   LAN Communication between the Gantry Control Board and Host (OC) are Down - Watchdog Timed out.,N/A,N/A,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:36:37.692",-,1a7fea350462afc6bf6c15f497d2c620,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",600030005 Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,600030005 Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,reli_error_code,reli_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Patient Positioning received from table mgr event occured,Patient Positioning received from table mgr event occured,Patient Positioning received from table mgr,Patient Positioning received from table mgr,-,-,Reliability error events,Reliability error events,600030005,600030005,Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,Host : Gantry Control Board    Ermes # : 600030005 Exception Class : Abort    Severity : Primary File : PatientPositioning.cpp    Line# : 10048 Function : Scanner Control: Gantry UI Scan Type : None/Unknown Scan: 0/0/0  02-0003-0005-00: Patient Positioning sensed that Table is NOT available. Not Available Codes: 2  0 - Table In Service Mode. 1 - Table Not Operational. 2 - Table Sensed Estop Set.,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:36:37.609",-,ff77c900fb53373d91fa2b4bd0a446fa,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",244606 Performing HARD RESET through serial connection ....,244606 Performing HARD RESET through serial connection ....,gantry_subsystems_reseting,gantry_subsystems_reseting,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Gantry subsystems are reseting,Gantry subsystems are reseting,Gantry subsystems reseting,Gantry subsystems reseting,-,-,Gantry subsystems reseting,Gantry subsystems reseting,244606,244606,Performing HARD RESET through serial connection ....,Performing HARD RESET through serial connection ....,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:36:37.484",-,186dc33523c51f6bc1438dcd52686353,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246",600090004 GantryCfgMgr: Gantry Configuration not being reported to SCM on the webserver. Failed to receive config data for DETECTOR from sources ['DTS'].,600090004 GantryCfgMgr: Gantry Configuration not being reported to SCM on the webserver. Failed to receive config data for DETECTOR from sources ['DTS'].,ifr_error_code,ifr_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,GCM - Gantry Config not reported occurred,GCM - Gantry Config not reported occurred,GCM - Gantry Config not reported,GCM - Gantry Config not reported,-,-,ifr_error_code,ifr_error_code,600090004,600090004,GantryCfgMgr: Gantry Configuration not being reported to SCM on the webserver. Failed to receive config data for DETECTOR from sources ['DTS'].,GantryCfgMgr: Gantry Configuration not being reported to SCM on the webserver. Failed to receive config data for DETECTOR from sources ['DTS'].,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:36:37.483",-,9c72a770755796b51d2767658d98619f,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,N/A,N/A,25MW38.52,25MW38.52,"Jun 10, 2026 @ 17:30:00.000",2026-06-10T12:00:00.000+0000,"Jun 11, 2026 @ 05:30:00.000",2026-06-11T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 11, 2026 @ 16:54:20.246","600090014 GantryCfgMgr: Board dtm not found, timed out waiting for board to boot, board did not respond to ping.","600090014 GantryCfgMgr: Board dtm not found, timed out waiting for board to boot, board did not respond to ping.",ifr_error_code,ifr_error_code,-,-,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,GCM - Board not found occurred,GCM - Board not found occurred,GCM - Board not found,GCM - Board not found,-,-,ifr_error_code,ifr_error_code,600090014,600090014,"GantryCfgMgr: Board dtm not found, timed out waiting for board to boot, board did not respond to ping.","GantryCfgMgr: Board dtm not found, timed out waiting for board to boot, board did not respond to ping.",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),0,0,USCAN,USCAN,WI,WI,unknown,unknown,25MW38.52,25MW38.52,CTBAY51WSO,CTBAY51WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,-,-
"Jun 9, 2026 @ 20:34:48.993",-,4f6abb09ea257a132187ea32429e7e28,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Service,Service,26MW16.4,26MW16.4,"Jun 9, 2026 @ 17:30:00.000",2026-06-09T12:00:00.000+0000,"Jun 10, 2026 @ 05:30:00.000",2026-06-10T00:00:00.000+0000,Service Northstar,Service Northstar,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 10, 2026 @ 15:58:07.616","230019002 Database connection error, no more retries","230019002 Database connection error, no more retries",scan_disk_error,scan_disk_error,1810,1810,1E+13,1E+13,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Scan DB error occoured,Scan DB error occoured,Scan disk error,Scan disk error,41.2 Service_Generic_Scan,41.2 Service_Generic_Scan,Scan disk error,Scan disk error,230019002,230019002,"Database connection error, no more retries","Database connection error, no more retries",Critical,Critical,"Jan 1, 2020 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Aug 1, 2021 @ 05:30:00.000",Revolution Apex Elite (160),Revolution Apex Elite (160),41,41,USCAN,USCAN,WI,WI,unknown,unknown,26MW16.4,26MW16.4,CTBAY58,CTBAY58,Revolution Apex,Revolution Apex,53188,53188,USA West,USA West,-,-
"Jun 9, 2026 @ 20:34:47.600",-,0d9b5e8a5cacfca7bcc5f1bb413b8378,ct_sitedata_ext2_indicator_events_m-2026.06.01,-,Service,Service,26MW16.4,26MW16.4,"Jun 9, 2026 @ 17:30:00.000",2026-06-09T12:00:00.000+0000,"Jun 10, 2026 @ 05:30:00.000",2026-06-10T00:00:00.000+0000,Service Northstar,Service Northstar,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jun 10, 2026 @ 15:58:07.616","230019002 Database connection error, no more retries","230019002 Database connection error, no more retries",scan_disk_error,scan_disk_error,1810,1810,1E+13,1E+13,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Scan DB error occoured,Scan DB error occoured,Scan disk error,Scan disk error,41.2 Service_Generic_Scan,41.2 Service_Generic_Scan,Scan disk error,Scan disk error,230019002,230019002,"Database connection error, no more retries","Database connection error, no more retries",Critical,Critical,"Jan 1, 2020 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Aug 1, 2021 @ 05:30:00.000",Revolution Apex Elite (160),Revolution Apex Elite (160),41,41,USCAN,USCAN,WI,WI,unknown,unknown,26MW16.4,26MW16.4,CTBAY58,CTBAY58,Revolution Apex,Revolution Apex,53188,53188,USA West,USA West,-,-
